,station_id,place_name,latitude,longitude,address,categories
22,2,Mr.Sub,43.69121656110619,-79.28944135574406,"3040 Danforth Ave, Toronto ON M4C 1N2",['Sandwich Spot']
23,2,Ndm Restaurants,43.69121656110619,-79.28944135574406,"3040 Danforth Ave, East York ON M4C 1N2","['Diner', 'Sandwich Spot']"
24,2,Church Chicken,43.690773222738564,-79.28857632188777,"3003 Danforth Ave (Danforth Ave & Victoria Park Ave), Toronto ON M4C 1M9","['Fried Chicken Joint', 'Fast Food Restaurant']"
25,2,Ritz Caribbean Foods,43.69075996037191,-79.28876137990126,"3003 Danforth Avenue (Victoria Park), Toronto ON M4C 1M9",['Caribbean Restaurant']
26,2,Halibut House Fish and Chips Inc.,43.690655546097844,-79.28865139988534,"3003 Danforth Avenue, Scarborough ON M1M 1R4","['Seafood Restaurant', 'Fast Food Restaurant']"
27,2,Burger King,43.69084776539396,-79.28853660821915,"3003 Danforth Ave (Victoria Park Ave), Toronto ON M4C 1M9",['Fast Food Restaurant']
28,2,Halibut House Victoria Park,43.690541,-79.28877,,['Fish and Chips Shop']
29,2,Tropical Nights,43.69137570414172,-79.28722063226097,"3114 Danforth Ave, Scarborough ON M1L 1B1",['Diner']
30,3,HTO Park,43.63794857171933,-79.38781965601113,"Queen's Quay (at Rees St.), Toronto ON","['Park', 'Beach']"
31,3,Roundhouse Park,43.64174513889102,-79.38427882922346,"255 Bremner Blvd (at Lower Simcoe St), Toronto ON M5V 3M9","['Park', 'Historic and Protected Site']"
32,3,Steam Whistle Biergarten,43.64066595472727,-79.38585895302366,"255 Bremner Blvd, Toronto ON M5V 3M9","['Restaurant', 'Beer Garden']"
33,3,The Rec Room,43.641109851662456,-79.38676279808568,"255 Bremner Blvd, Toronto ON M5V 3M9","['Bar', 'Pool Hall', 'Arcade']"
34,3,Le Sélect Bistro,43.64369893662352,-79.39666668117388,"432 Wellington St W (at Spadina Ave), Toronto ON M5V 1E3","['French Restaurant', 'Wine Bar']"
35,3,Rodney's Oyster House,43.64497466422575,-79.3965870935842,"469 King St. W (btwn Spadina & Brant St.), Toronto ON M5V 1K4",['Seafood Restaurant']
36,3,Bar Hop,43.64560340159375,-79.3935826420784,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",['Beer Bar']
37,3,Patria,43.64538397168574,-79.39647822311908,"478 King St. W (btwn Spadina Ave. & Brant St.), Toronto ON M5V 0A8",['Spanish Restaurant']
38,3,Evviva Restaurant,43.64157991761808,-79.38345644030795,"25 LOWER SIMCOE St (Grand Trunk Cresc), Toronto ON M5J 3A1","['Deli', 'Breakfast Spot']"
39,3,360 Restaurant,43.642537317144566,-79.38704201569328,"301 Front St W (301 Front St. W), Toronto ON M5V 2T6","['Wine Bar', 'French Restaurant']"
40,4,Le Sélect Bistro,43.64369893662352,-79.39666668117388,"432 Wellington St W (at Spadina Ave), Toronto ON M5V 1E3","['French Restaurant', 'Wine Bar']"
41,4,Rodney's Oyster House,43.64497466422575,-79.3965870935842,"469 King St. W (btwn Spadina & Brant St.), Toronto ON M5V 1K4",['Seafood Restaurant']
42,4,Patria,43.64538397168574,-79.39647822311908,"478 King St. W (btwn Spadina Ave. & Brant St.), Toronto ON M5V 0A8",['Spanish Restaurant']
43,4,Baro,43.64490571045275,-79.39712312128809,"485 King Street West (Spadina Avenue), Toronto ON M5V 1K4",['Latin American Restaurant']
44,4,Victoria Memorial Park,43.642784910591,-79.39959028140169,"Wellington St W (at Portland St), Toronto ON",['Park']
45,4,The Keg Steakhouse + Bar,43.64477859109389,-79.3992247945535,"560 King St W, Toronto ON M5V 0L5","['Steakhouse', 'Bar']"
46,4,Bar Hop,43.64560340159375,-79.3935826420784,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",['Beer Bar']
47,4,SPiN Toronto,43.64454164460069,-79.39600242709975,"461 King St. W (at Spadina Ave.), Toronto ON M5V 1K4","['Bar', 'Sports and Recreation']"
48,4,Impact Kitchen,43.646386985590155,-79.39799408133206,"39 Brant St, Toronto ON M5V 1S7","['Café', 'Restaurant', 'Coffee Shop']"
49,4,Banh Mi Boys,43.648649805139854,-79.39685914804579,"392 QUEEN St W, Toronto ON M5V 2A6",['Sandwich Spot']
50,5,Carribean Heat,43.76476328835295,-79.48988573197401,"1300 Finch Avenue West (Keele), Toronto ON M3J 3K2","['Caribbean Restaurant', 'Chinese Restaurant']"
51,5,Nino D'Aversa,43.75971880167588,-79.48892931627175,"1 Toro Rd. (at Keele St.), Toronto ON M3J 2A4","['Pizzeria', 'Italian Restaurant']"
52,5,Pizza Pizza,43.76336869585418,-79.49969012404473,,['Pizzeria']
53,5,Fountainhead Park,43.76266362362231,-79.4993415946242,"North York, North York ON",['Park']
54,5,Subway,43.76439145718284,-79.48959124396626,"1300 Finch Ave West, Units 31 & 32, Toronto ON M3J 3K2","['Sandwich Spot', 'Fast Food Restaurant']"
55,5,Afro Spice Chophouse,43.76312840994841,-79.4991356516199,"45 Four Winds Dr, North York ON M3J 1K7",['African Restaurant']
56,5,Masala Cafe,43.76322356402709,-79.50013530929843,"59 Four Winds Dr, North York ON M3J 1K7",['Indian Restaurant']
57,5,Living Well Express,43.7632916431608,-79.49920895481195,Four Winds and Sentinel,['Caribbean Restaurant']
58,5,Winds Restaurant,43.76333697745836,-79.49935690358372,"59 Four Winds Dr, Toronto ON M3J 1K7","['Diner', 'Chinese Restaurant']"
59,5,Crispy Clucks,43.763392,-79.49928,"45 Four Winds Drive (Sentinel Road), Toronto ON M3J 2T6",['Fried Chicken Joint']
60,6,Golden Patty,43.6546590586465,-79.4011788108254,"187 Baldwin St (at Kensington), Toronto ON M5T 1M1",['Caribbean Restaurant']
61,6,El Rey,43.652764,-79.400048,"2A Kensington Ave (at Dundas Ave W), Toronto ON M5T 2J7","['Cocktail Bar', 'Mexican Restaurant', 'Latin American Restaurant']"
62,6,Mother's Dumplings,43.65710501801941,-79.39955196237875,"421 SPADINA Ave (btwn College & Cecil St.), Toronto ON M5T 2G6","['Dumpling Restaurant', 'Dim Sum Restaurant']"
63,6,Prenup Pub,43.658882366438164,-79.39482802742828,"191 College St (Henry St), Toronto ON M5S 3E4","['Gastropub', 'Pub']"
64,6,Grey Gardens,43.65381771364377,-79.4015637106098,"199 Augusta, Toronto ON M5T 2L4","['Wine Bar', 'Restaurant']"
65,6,Dumpling House Restaurant,43.65386003934455,-79.3985583639792,"328 SPADINA Ave (at Glenbaillie Pl), Toronto ON M5T 2E7","['Dumpling Restaurant', 'Chinese Restaurant']"
66,6,Koh Lipe Thai Kitchen,43.65581947159762,-79.39332714171981,"35 BALDWIN St, Toronto ON M5T 1L1",['Thai Restaurant']
67,6,Grange Park,43.652487552998565,-79.39205307540142,"btwn College, University, Queen & Spadina, Toronto ON","['Park', 'Neighborhood']"
68,6,Ramen Isshin,43.65651655724417,-79.40694540739058,"421 COLLEGE St (at Bathurst St), Toronto ON M5T 1T1",['Ramen Restaurant']
69,6,Rasa,43.662756751275445,-79.40398803188654,"196 Robert Street, Toronto ON M5S 2K7",['Restaurant']
70,7,Absinthe Pub and Coffee Shop,43.776301477414606,-79.50192573587198,"4700 Keele St (Keele and Steeles), Toronto ON M3J 1P3",['Pub']
71,7,Bamiyan Kabob,43.7738780194871,-79.49206335996611,"4205 Keele St., Toronto ON M3J 3T8","['Middle Eastern Restaurant', 'Mediterranean Restaurant']"
72,7,Thai Express,43.77425194051318,-79.49845268323661,"4700 Keele St, York Lanes, Toronto ON M3J 1P3",['Thai Restaurant']
73,7,Zteca,43.774294779997405,-79.50169436849644,Toronto ON,"['Mexican Restaurant', 'Burrito Restaurant', 'Fast Food Restaurant']"
74,7,Hero Certified Burgers,43.77422189874931,-79.50180630127186,"4700 Keele St. (In York Lanes Shopping Centre), Toronto ON M3J 1P3",['Burger Joint']
75,7,Falafel Hut,43.77424513249806,-79.4985453412678,"4700 Keele St, Toronto ON M3J 1P3","['Falafel Restaurant', 'College Cafeteria']"
76,7,Subway,43.769977,-79.5017363,"105 The Pond Road, Bldg C1, Unit 20, North York ON M3J 0K9","['Sandwich Spot', 'Fast Food Restaurant']"
77,7,La Prep,43.77416813173794,-79.50188876983718,"4700 Keele St. (York University), Toronto ON M3J 1P3","['Café', 'Restaurant', 'Sandwich Spot']"
78,7,Sakura,43.77422388147955,-79.50171981547923,"4700 Keele St. (York Lanes), Toronto ON M3J 1P3",['Japanese Restaurant']
79,7,Ivan the Street Meat Guy,43.774684905350135,-79.50021050860965,Toronto ON,"['Food Truck', 'BBQ Joint']"
80,8,JOEY Eaton Centre,43.6560936540828,-79.38187792357716,"1 Dundas St W, Toronto ON M5G 1Z3","['New American Restaurant', 'American Restaurant']"
81,8,Five Guys,43.657116518476315,-79.38085267976494,"329 Yonge Street, Toronto ON M5B 1R7","['Burger Joint', 'Fast Food Restaurant', 'American Restaurant']"
82,8,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,"35 Elm St. (at Bay St.), Toronto ON M5G 1H1","['Gastropub', 'Pub']"
83,8,Konjiki Ramen,43.65730076482726,-79.38374464265901,"41 Elm Street (Bay Street), Toronto ON M5G 1H1","['Noodle Restaurant', 'Japanese Restaurant', 'Ramen Restaurant']"
84,8,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,"66 EDWARD St (Bay Street), Toronto ON M5G 1C9","['Chinese Restaurant', 'Noodle Restaurant', 'Asian Restaurant']"
85,8,Richmond Station,43.65156872562108,-79.37926594000328,"1 Richmond Street West (Yonge Street), Toronto ON M5H 3W4",['American Restaurant']
86,8,Barberian's Steak House,43.65775512925926,-79.38217741375935,"7 Elm St. (at Yonge St.), Toronto ON M5G 1H1",['Steakhouse']
87,8,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,"91 Dundas St E (at Church St), Toronto ON M5B 1E1",['Ramen Restaurant']
88,8,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,"398 Church St (McGill Street), Toronto ON M5B 2A2","['Japanese Restaurant', 'Sake Bar']"
89,8,Gyu-Kaku Japanese BBQ,43.65157958289083,-79.37492251396179,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2","['Japanese Restaurant', 'BBQ Joint']"
90,9,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,"563 BLOOR St W (Bathurst St), Toronto ON M5S 1Y6","['Restaurant', 'Lounge']"
91,9,Buk Chang Dong Soon Tofu,43.663841985166,-79.41709282188468,"691 Bloor St. W. (at Clinton St.), Toronto ON M6G 1L3",['Korean Restaurant']
92,9,Bampot,43.66153490159993,-79.40892100233357,"201 HARBORD St (at Bathurst St), Toronto ON M5S 1H6","['Café', 'Tea Room', 'Hookah Bar']"
93,9,Christie Pits Park,43.664177378861446,-79.42046642303467,"750 Bloor St. W (btw Christie & Crawford), Toronto ON M6G 3K4","['Park', 'Baseball Field']"
94,9,Korean Village Restaurant,43.664497913032065,-79.41436726023312,"628 Bloor Street West, Toronto ON M6G 1K7",['Korean Restaurant']
95,9,Daldongnae,43.66435498691579,-79.41568464057593,"658 Bloor St W, Toronto ON M6G 1K9","['Korean Restaurant', 'BBQ Joint']"
96,9,Bar Raval,43.65590380020168,-79.41012528837247,"505 College St (Palmerston Blvd), Toronto ON M6G 1A5",['Tapas Restaurant']
97,9,Rasa,43.662756751275445,-79.40398803188654,"196 Robert Street, Toronto ON M5S 2K7",['Restaurant']
98,9,Snakes & Lattes College,43.65609293764607,-79.40913788978382,"489 COLLEGE St (at Markham St), Toronto ON M6G 1A5","['Café', 'Bar']"
99,9,Birreria Volo,43.65521249025681,-79.41467821598053,"612 College St (btwn Grace & Clinton St), Toronto ON M6G 1B4",['Beer Bar']
100,10,Queen's Park,43.66463092395889,-79.3923608958721,"University Ave. (at Wellesley Ave.), Toronto ON M5R 2E8",['Park']
101,10,Philosopher's Walk,43.666893747498605,-79.39559698104858,Toronto ON,['Park']
102,10,Bar Volo,43.66597844838709,-79.38484568886732,"17 St. Nicholas St., Toronto ON M4Y 1W5","['Beer Bar', 'Brewery']"
103,10,Lao Lao Bar,43.665643944720806,-79.38558740937366,"5 ST JOSEPH St, Toronto ON M4Y 0B6",['Asian Restaurant']
104,10,Rasa,43.662756751275445,-79.40398803188654,"196 Robert Street, Toronto ON M5S 2K7",['Restaurant']
105,10,Trattoria Nervosa,43.67101871082308,-79.39108133032904,"75 Yorkville Ave. (at Bellair St.), Toronto ON M5R 1B8",['Italian Restaurant']
106,10,Storm Crow Manor,43.66683985695023,-79.38159278029707,"580 CHURCH St, Toronto ON M4Y 2E5","['Theme Restaurant', 'Bar']"
107,10,Eataly,43.66975356278464,-79.3887197971344,"55 Bloor St W (at Bay St), Toronto ON M4W 1A5","['Gourmet Store', 'Market', 'Italian Restaurant']"
108,10,Alobar Yorkville,43.66994571640477,-79.39361515269042,"162 Cumberland St, Toronto ON M5R 3N5",['Restaurant']
109,10,Prenup Pub,43.658882366438164,-79.39482802742828,"191 College St (Henry St), Toronto ON M5S 3E4","['Gastropub', 'Pub']"
110,11,Pizza Pizza,43.74124631678321,-79.51316080079006,"2731 JANE STREET, North York ON M3L 1S3",['Pizzeria']
111,11,Cafe Mondiale,43.73927446268147,-79.51246619771253,"1947 Sheppard Ave W, North York ON M3L 1Y8","['Café', 'Coffee Shop', 'Restaurant']"
112,11,Parrot Nest Restaurant,43.739256418576495,-79.5119479783096,"1933 Sheppard Ave W (at Jane St), North York ON M3L 1Y8",['Caribbean Restaurant']
113,11,Cửu Long Miền Tây,43.73959160504943,-79.51350138446335,"2522 Jane Street, Toronto ON M3L 1S1",['Vietnamese Restaurant']
114,11,Cuu Long Pho,43.73953706832522,-79.51424206035915,,['Vietnamese Restaurant']
115,11,Pho Bo Hu Tieu Mi,43.73953706832522,-79.51424206035915,"2522 Jane Street, Toronto ON M3L 1S1",['Vietnamese Restaurant']
116,11,Cơm Tấm Đào Viên (Peach Garden),43.74017418011363,-79.51322112126809,"2721 Jane Street Unit 12, North York ON M3L 1S3",['Vietnamese Restaurant']
117,11,Country Style,43.740015400158484,-79.51385120462803,"2512 Jane St, North York ON M3L 1S1","['Coffee Shop', 'Donut Shop', 'Restaurant']"
118,11,The Wing Machine,43.73970025136522,-79.51431537912528,"Jane and Sheppard, Toronto ON","['Wings Joint', 'Fast Food Restaurant', 'Pizzeria']"
119,11,Pho 75 Authentic Vietnamese,43.740448427174194,-79.51331245305308,"2721 Jane St, North York ON M3L 1S3","['Diner', 'Vietnamese Restaurant']"
120,12,Hanmoto,43.649505301973576,-79.42276783144736,"2 Lakeview Drive (Dundas), Toronto ON M5C 1X6","['Asian Restaurant', 'Japanese Restaurant']"
121,12,Imanishi Japanese Kitchen,43.649545622254195,-79.42655051598773,"1330 Dundas St W (at Rusholme Rd), Toronto ON M6J 1Y1",['Japanese Restaurant']
122,12,Get Well,43.6493204037974,-79.42193705485465,"1181 Dundas St W, Toronto ON M6J 1X3",['Bar']
123,12,Bar Isabel,43.65478181377258,-79.42071689593973,"797 College Street, Toronto ON M6G 1C7",['Tapas Restaurant']
124,12,Mahjong Bar,43.64967907126013,-79.4252593078096,"1276 Dundas St. West, Toronto ON M6J 1X7",['Bar']
125,12,Bellwoods Brewery,43.647097254598236,-79.41995537873463,"124 Ossington Ave (at Argyle St), Toronto ON M6J 2Z5","['Brewery', 'Beer Bar']"
126,12,Enoteca Sociale,43.64953524380918,-79.42579173923497,"1288 Dundas Street West (Coolmine Rd.), Toronto ON M6J 1X7",['Italian Restaurant']
127,12,Pizzeria Badiali,43.64636518078515,-79.42374713499885,"181 Dovercourt Rd (at Argyle St), Toronto ON M6J 3C6",['Pizzeria']
128,12,Reposado,43.647320789001384,-79.42003151431754,"136 Ossington Ave. (btwn Argyle & Foxley), Toronto ON M6J 2Z5",['Lounge']
129,12,Union Restaurant,43.64585979013257,-79.41953208988866,"72 Ossington Ave. (Queen St. W), Toronto ON M6J 2Y7","['New American Restaurant', 'French Restaurant', 'American Restaurant']"
130,13,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,"187 Bay St (Wellington St W), Toronto ON M5L 1G5","['Pub', 'Beer Bar']"
131,13,Chotto Matte,43.646473,-79.378782,"161 Bay St, Toronto ON M5J 2S1","['Japanese Restaurant', 'Peruvian Restaurant']"
132,13,Cactus Club Cafe,43.649332,-79.381825,"77 Adelaide St W (btwn Bay & York St), Toronto ON M5X 1C1",['American Restaurant']
133,13,WVRST,43.64496809087762,-79.38137631843854,"65 FRONT St W, Toronto ON M5J 1E6","['Beer Bar', 'Hot Dog Joint']"
134,13,Beerbistro,43.64941904378835,-79.37723726034164,"18 King St. E (at Yonge St.), Toronto ON M5C 1C4","['Gastropub', 'Beer Bar']"
135,13,Berczy Park,43.64804835388851,-79.3751722909452,"35 Wellington St. East, Toronto ON",['Park']
136,13,Dog Fountain,43.648067,-79.375244,"35 Wellington St E, Toronto ON M5E","['Fountain', 'Dog Park']"
137,13,Richmond Station,43.65156872562108,-79.37926594000328,"1 Richmond Street West (Yonge Street), Toronto ON M5H 3W4",['American Restaurant']
138,13,The Keg Steakhouse + Bar,43.64671207408793,-79.37476761639118,"26 The Esplanade, Toronto ON M5E 1A6","['Steakhouse', 'Bar']"
139,13,CRAFT Beer Market Toronto,43.65007901755495,-79.37824701582511,"1 Adelaide St E, Toronto ON M5C 2V9",['Beer Bar']
140,14,Budapest Park,43.63696268254267,-79.44910282847889,"1595 Lakeshore Blvd W, Toronto ON",['Park']
141,14,Food & Liquor,43.639649914868755,-79.44192892204832,"1610 Queen St West (Sorauren), Toronto ON M6R 1A8",['Restaurant']
142,14,Cafe Polonez,43.645113109705804,-79.44851660549037,"195 RONCESVALLES Ave (at Wright Ave.), Toronto ON M6R 2L5",['Eastern European Restaurant']
143,14,The Ace,43.646144199851925,-79.44886018312049,"231A Roncesvalles Ave (at High Park Blvd), Toronto ON M6R 2L6","['American Restaurant', 'Bar']"
144,14,Jamie Bell Adventure Playground,43.643587157480276,-79.45686273680712,"High Park, Toronto ON",['Playground']
145,14,Lakeshore Boulevard Parklands,43.638338710410515,-79.4521879337994,"Lake Shore Blvd W, Toronto ON M6K 3C1",['Park']
146,14,Shangrila Tibetan & Asian Cuisine,43.6397878715675,-79.44157714004106,"1600 QUEEN St W (Sorauren), Toronto ON M6R 1A8",['Asian Restaurant']
147,14,The Dizzy Gastro Sports Pub,43.6483056117907,-79.44964625984929,"305 Roncesvalles Ave (at Geoffrey St.), Toronto ON M6R 2M6",['Gastropub']
148,14,Aris Place,43.646006645583235,-79.44865198077305,"229 Roncesvalles, Toronto ON M6R 2L6",['American Restaurant']
149,14,Barque Butcher Bar,43.64768945072855,-79.44943648758121,"287 Roncesvalles Avenue, Toronto ON M6R 2M3","['Butcher', 'Bar', 'BBQ Joint']"
150,15,Zakkushi ざっ串,43.663618353768534,-79.37067046949925,"193 Carlton St. (at Ontario St.), Toronto ON M5A 2K7",['Japanese Restaurant']
151,15,The Keg Steakhouse + Bar - Mansion,43.66675618397813,-79.37830241801962,"515 Jarvis Street (Wellesley), Toronto ON M4Y 2H7","['Steakhouse', 'Bar']"
152,15,House on Parliament,43.663645704974314,-79.36785378722945,"454 Parliament St. (btwn Carlton & Gerrard), Toronto ON M5A 3A2","['Gastropub', 'Pub']"
153,15,Chew Chew's Diner,43.66350438663724,-79.37223072274612,"186 Carlton St. (Bleeker St.), Toronto ON M5A 2K6","['Diner', 'Breakfast Spot']"
154,15,Stout Irish Pub,43.66389071833622,-79.3690300810636,"221 Carlton St. (btwn Berkeley & Parliament), Toronto ON M5A 2L2",['Pub']
155,15,Storm Crow Manor,43.66683985695023,-79.38159278029707,"580 CHURCH St, Toronto ON M4Y 2E5","['Theme Restaurant', 'Bar']"
156,15,St. Jamestown Delicatessen,43.665687801707364,-79.36871277085181,"516 Parliament St. (Winchester), Toronto ON M4X 1P4","['Butcher', 'Deli']"
157,15,Hair Of The Dog,43.66282779855822,-79.37966975971744,"425 Church St. (at Wood St.), Toronto ON M4Y 2C3","['Gastropub', 'Pub']"
158,15,Churchmouse & Firkin,43.66463217328346,-79.38040612389896,"485 Church St. (at Maitland St.), Toronto ON M4Y 2C5",['Pub']
159,15,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,"398 Church St (McGill Street), Toronto ON M5B 2A2","['Japanese Restaurant', 'Sake Bar']"
160,16,Subway,43.697748931484256,-79.50264690453943,"1542 Jane St, Unit 1 (Trethewey), Toronto ON M9N 2R5","['Sandwich Spot', 'Fast Food Restaurant']"
161,16,Pizza Hut,43.70491802907187,-79.49299484587472,"1635 Lawrence Avenue, Toronto ON M6L 3C9",['Pizzeria']
162,16,Corral,43.7039593281221,-79.50145247290456,,['Bar']
163,16,Jane Street Cafe & Sports Bar,43.70318880428046,-79.50352768244794,"1695 Jane St, North York ON M9N 2S3","['Sports Bar', 'Café', 'Restaurant']"
164,16,Afrikiko Restaurant,43.70362608342504,-79.50369210549646,"1690 Jane Street (Lawrence Avenue), Toronto ON",['African Restaurant']
165,16,Montreal Style BBQ Rotisserie,43.703678191379886,-79.50374735121119,"1707 Jane St, Toronto ON M9N 2S3",['BBQ Joint']
166,16,Gucci’s Bar & Grill,43.703238,-79.503673,Toronto ON M9N 2S3,['Diner']
167,16,Cho Ming's Restaurant,43.703893428872156,-79.5038758212933,"1711 Jane Street, Toronto ON M9N 2S3",['Chinese Restaurant']
168,16,Golden Star Thai & Vietnamese Cuisine,43.70320007875283,-79.50413800351349,"1690 Jane Street, Toronto ON",['Asian Restaurant']
169,16,Lloyd's Foodmart,43.703748378334616,-79.50432041170379,"1710 Jane St, York ON M9N 2S4",['Diner']
170,17,Trattoria Nervosa,43.67101871082308,-79.39108133032904,"75 Yorkville Ave. (at Bellair St.), Toronto ON M5R 1B8",['Italian Restaurant']
171,17,Café Boulud,43.67159296518452,-79.38995352055935,"60 Yorkville Ave (Bay St), Toronto ON M4W 0A4",['French Restaurant']
172,17,Planta,43.670213457162674,-79.38951245082394,"1221 Bay Street, Toronto ON M5R 3P5",['Vegan and Vegetarian Restaurant']
173,17,Eataly,43.66975356278464,-79.3887197971344,"55 Bloor St W (at Bay St), Toronto ON M4W 1A5","['Gourmet Store', 'Market', 'Italian Restaurant']"
174,17,The Oxley,43.67053669383452,-79.3929765998537,"121 Yorkville Ave (Hazelton Ave), Toronto ON M5R 1C4",['Gastropub']
175,17,Ramsden Park,43.6760683495016,-79.3897054758498,"1 Ramsden Park Road (Yonge Street), Toronto ON M5R 1T9",['Park']
176,17,Alobar Yorkville,43.66994571640477,-79.39361515269042,"162 Cumberland St, Toronto ON M5R 3N5",['Restaurant']
177,17,Philosopher's Walk,43.666893747498605,-79.39559698104858,Toronto ON,['Park']
178,17,Sofia,43.67056942164575,-79.39198413472448,"99 Yorkville Ave, Toronto ON M5R 3K5",['Italian Restaurant']
179,17,Sotto Sotto,43.67363299036321,-79.39615552537904,"120 Avenue Rd, Toronto ON M5R 2H4",['Italian Restaurant']
180,18,Greek Grill,43.6934813391318,-79.3500624045587,"128 O'Connor Drive (Pape & O'Connor), East York ON M4J 2S4",['Greek Restaurant']
181,18,The Ritz Restaurant,43.69191251494164,-79.34223388898165,"310 Donalds Ave, Toronto ON M4J 2P2","['Breakfast Spot', 'Filipino Restaurant']"
182,18,Folia Grill,43.68877362880807,-79.34838050222226,"1031 Pape Ave (Cosburn), Toronto ON M4K 3W1",['Greek Restaurant']
183,18,Golden Pizza,43.68949513910979,-79.35471749673411,"1201 Broadview Ave (at Gamble Ave.), Toronto ON M4K 2T1",['Pizzeria']
184,18,Donlands Diner,43.69434869075962,-79.34271322849968,"417 Donlands Ave (O'Connor Drive), Toronto ON M4J 3S3","['Breakfast Spot', 'Diner']"
185,18,O'Connor Station,43.69350806196304,-79.34969231298768,"158 O'Connor Dr (O'Connor & Pape), Toronto ON M4J 2S4",['Restaurant']
186,18,Dairy Queen,43.68422322526124,-79.35706168413162,"1040 Broadview Ave, Toronto ON M4K 2S2","['Ice Cream Parlor', 'Fast Food Restaurant']"
187,18,Subway,43.6889101210367,-79.34882320749657,"1016 1/2 Pape Avenue (at Cosburn Ave.), Toronto ON M4K 3V9","['Sandwich Spot', 'Fast Food Restaurant']"
188,18,Tzatziki,43.68374639572242,-79.34646117073581,"873 Pape Ave (at Aldwych Ave), Toronto ON M4K 3T9",['Greek Restaurant']
189,18,Burger King,43.69049672737797,-79.34940217250143,"1068 Pape Ave, East York ON M4K 3W4",['Fast Food Restaurant']
190,19,Moxies,43.777778810576905,-79.34318499889385,"1800 Sheppard Ave E (in Fairview Mall), North York ON M2J 5A7","['American Restaurant', 'Steakhouse']"
191,19,New York Fries,43.77860499015611,-79.34357713182652,"1800 Sheppard Ave E Unit F003 (at Don Mills Rd), Willowdale ON M2H 4P8","['Restaurant', 'Fast Food Restaurant']"
